ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,extra_regressors_additive,extra_regressors_additive_lower,extra_regressors_additive_upper,mortgage_rate,mortgage_rate_lower,mortgage_rate_upper,tax,tax_lower,tax_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat,County
2022-03-31,113929.45238309981,113684.12598130909,128294.28913090711,113929.45238309981,113929.45238309981,7003.868852519862,7003.868852519862,7003.868852519862,6169.345097946374,6169.345097946374,6169.345097946374,12675.913728189795,12675.913728189795,12675.913728189795,-6506.56863024342,-6506.56863024342,-6506.56863024342,834.5237545734874,834.5237545734874,834.5237545734874,0.0,0.0,0.0,120933.32123561967,Cattaraugus
2022-04-30,114244.46640408585,113253.03011299987,128081.54866597732,114244.46640408585,114244.46640408585,6424.860469662981,6424.860469662981,6424.860469662981,6169.345097946374,6169.345097946374,6169.345097946374,12675.913728189795,12675.913728189795,12675.913728189795,-6506.56863024342,-6506.56863024342,-6506.56863024342,255.51537171660686,255.51537171660686,255.51537171660686,0.0,0.0,0.0,120669.32687374883,Cattaraugus
2022-05-31,114569.98089243806,112592.7249940914,126655.15830764874,114569.98089243806,114569.98089243806,5298.322000008855,5298.322000008855,5298.322000008855,6169.345097946374,6169.345097946374,6169.345097946374,12675.913728189795,12675.913728189795,12675.913728189795,-6506.56863024342,-6506.56863024342,-6506.56863024342,-871.0230979375201,-871.0230979375201,-871.0230979375201,0.0,0.0,0.0,119868.30289244693,Cattaraugus
2022-06-30,114884.9949134241,112661.69136926568,127030.32537709008,114884.9949134241,114884.9949134241,5050.2767601685455,5050.2767601685455,5050.2767601685455,6169.345097946374,6169.345097946374,6169.345097946374,12675.913728189795,12675.913728189795,12675.913728189795,-6506.56863024342,-6506.56863024342,-6506.56863024342,-1119.068337777829,-1119.068337777829,-1119.068337777829,0.0,0.0,0.0,119935.27167359265,Cattaraugus
2022-07-31,115210.50940177633,114097.577915386,128423.70457006653,115210.50940177633,115210.50940177633,5997.395692616591,5997.395692616591,5997.395692616591,6169.345097946374,6169.345097946374,6169.345097946374,12675.913728189795,12675.913728189795,12675.913728189795,-6506.56863024342,-6506.56863024342,-6506.56863024342,-171.94940532978293,-171.94940532978293,-171.94940532978293,0.0,0.0,0.0,121207.90509439292,Cattaraugus
2022-08-31,115462.1582707263,116374.23583527931,130835.1635213006,115462.1582707263,115462.1582707263,8158.453883356626,8158.453883356626,8158.453883356626,6169.345097946374,6169.345097946374,6169.345097946374,12675.913728189795,12675.913728189795,12675.913728189795,-6506.56863024342,-6506.56863024342,-6506.56863024342,1989.108785410252,1989.108785410252,1989.108785410252,0.0,0.0,0.0,123620.61215408292,Cattaraugus
2022-09-30,115705.68943422625,114356.73440898079,129024.29035913639,115705.68943422625,115705.68943422625,6359.783999902108,6359.783999902108,6359.783999902108,6169.345097946374,6169.345097946374,6169.345097946374,12675.913728189795,12675.913728189795,12675.913728189795,-6506.56863024342,-6506.56863024342,-6506.56863024342,190.43890195573326,190.43890195573326,190.43890195573326,0.0,0.0,0.0,122065.47343412836,Cattaraugus
2022-10-31,115957.33830317622,112813.79051192854,126997.42161664159,115957.33830317622,115957.33830317622,3987.91888089633,3987.91888089633,3987.91888089633,6169.345097946374,6169.345097946374,6169.345097946374,12675.913728189795,12675.913728189795,12675.913728189795,-6506.56863024342,-6506.56863024342,-6506.56863024342,-2181.4262170500447,-2181.4262170500447,-2181.4262170500447,0.0,0.0,0.0,119945.25718407254,Cattaraugus
2022-11-30,116200.86946667619,112912.30971408184,127251.11972248879,116200.86946667619,116200.86946667619,3528.3933373240106,3528.3933373240106,3528.3933373240106,6169.345097946374,6169.345097946374,6169.345097946374,12675.913728189795,12675.913728189795,12675.913728189795,-6506.56863024342,-6506.56863024342,-6506.56863024342,-2640.951760622364,-2640.951760622364,-2640.951760622364,0.0,0.0,0.0,119729.2628040002,Cattaraugus
2022-12-31,116374.9743218385,114296.22863807729,129028.07746368101,116374.9743218385,116374.9743218385,5401.120042105958,5401.120042105958,5401.120042105958,6169.345097946374,6169.345097946374,6169.345097946374,12675.913728189795,12675.913728189795,12675.913728189795,-6506.56863024342,-6506.56863024342,-6506.56863024342,-768.2250558404156,-768.2250558404156,-768.2250558404156,0.0,0.0,0.0,121776.09436394446,Cattaraugus
2023-01-31,116549.0791770008,117728.10974588439,131416.6338736276,116549.0791770008,116549.0791770008,8145.579369974464,8145.579369974464,8145.579369974464,6169.345097946374,6169.345097946374,6169.345097946374,12675.913728189795,12675.913728189795,12675.913728189795,-6506.56863024342,-6506.56863024342,-6506.56863024342,1976.2342720280888,1976.2342720280888,1976.2342720280888,0.0,0.0,0.0,124694.65854697528,Cattaraugus
2023-02-28,116706.33517521192,117802.53563695641,132387.59453302243,116706.33517521192,116706.33517521192,8509.975168586454,8509.975168586454,8509.975168586454,6169.345097946374,6169.345097946374,6169.345097946374,12675.913728189795,12675.913728189795,12675.913728189795,-6506.56863024342,-6506.56863024342,-6506.56863024342,2340.6300706400802,2340.6300706400802,2340.6300706400802,0.0,0.0,0.0,125216.31034379837,Cattaraugus
2023-03-31,116880.44003037423,116438.54376054494,131270.560020956,116880.44003037423,116880.44003037423,6974.381972297647,6974.381972297647,6974.381972297647,6169.345097946374,6169.345097946374,6169.345097946374,12675.913728189795,12675.913728189795,12675.913728189795,-6506.56863024342,-6506.56863024342,-6506.56863024342,805.036874351273,805.036874351273,805.036874351273,0.0,0.0,0.0,123854.82200267188,Cattaraugus
2023-04-30,116970.5566475174,115482.20622482148,130645.83412849579,116970.5566475174,116970.5566475174,6408.530271452028,6408.530271452028,6408.530271452028,6169.345097946374,6169.345097946374,6169.345097946374,12675.913728189795,12675.913728189795,12675.913728189795,-6506.56863024342,-6506.56863024342,-6506.56863024342,239.18517350565358,239.18517350565358,239.18517350565358,0.0,0.0,0.0,123379.08691896942,Cattaraugus
2023-05-31,117063.67715189866,114737.33588506133,129571.81690646586,117063.67715189866,117063.67715189866,5297.813269777903,5297.813269777903,5297.813269777903,6169.345097946374,6169.345097946374,6169.345097946374,12675.913728189795,12675.913728189795,12675.913728189795,-6506.56863024342,-6506.56863024342,-6506.56863024342,-871.5318281684714,-871.5318281684714,-871.5318281684714,0.0,0.0,0.0,122361.49042167657,Cattaraugus
2023-06-30,117153.79376904183,115468.45744209368,129475.21792776306,117153.79376904183,117153.79376904183,5077.470438802156,5077.470438802156,5077.470438802156,6169.345097946374,6169.345097946374,6169.345097946374,12675.913728189795,12675.913728189795,12675.913728189795,-6506.56863024342,-6506.56863024342,-6506.56863024342,-1091.874659144218,-1091.874659144218,-1091.874659144218,0.0,0.0,0.0,122231.26420784398,Cattaraugus
2023-07-31,117246.9142734231,116529.2765786862,130892.5003826044,117246.9142734231,117246.9142734231,6038.394664452882,6038.394664452882,6038.394664452882,6169.345097946374,6169.345097946374,6169.345097946374,12675.913728189795,12675.913728189795,12675.913728189795,-6506.56863024342,-6506.56863024342,-6506.56863024342,-130.95043349349177,-130.95043349349177,-130.95043349349177,0.0,0.0,0.0,123285.30893787598,Cattaraugus
2023-08-31,117255.65280197938,118408.36860193951,133063.79030375692,117255.65280197938,117255.65280197938,8172.8847787443,8172.8847787443,8172.8847787443,6169.345097946374,6169.345097946374,6169.345097946374,12675.913728189795,12675.913728189795,12675.913728189795,-6506.56863024342,-6506.56863024342,-6506.56863024342,2003.5396807979255,2003.5396807979255,2003.5396807979255,0.0,0.0,0.0,125428.53758072367,Cattaraugus
2023-09-30,117264.1094425177,116213.06492821572,130681.29398420853,117264.1094425177,117264.1094425177,6319.061645598351,6319.061645598351,6319.061645598351,6169.345097946374,6169.345097946374,6169.345097946374,12675.913728189795,12675.913728189795,12675.913728189795,-6506.56863024342,-6506.56863024342,-6506.56863024342,149.71654765197633,149.71654765197633,149.71654765197633,0.0,0.0,0.0,123583.17108811605,Cattaraugus
2023-10-31,117272.84797107399,114067.02862091304,127920.33679842041,117272.84797107399,117272.84797107399,3949.9898720208353,3949.9898720208353,3949.9898720208353,6169.345097946374,6169.345097946374,6169.345097946374,12675.913728189795,12675.913728189795,12675.913728189795,-6506.56863024342,-6506.56863024342,-6506.56863024342,-2219.355225925539,-2219.355225925539,-2219.355225925539,0.0,0.0,0.0,121222.83784309482,Cattaraugus
2023-11-30,117281.30461161232,113588.51945557092,128329.52288440776,117281.30461161232,117281.30461161232,3530.8388352396496,3530.8388352396496,3530.8388352396496,6169.345097946374,6169.345097946374,6169.345097946374,12675.913728189795,12675.913728189795,12675.913728189795,-6506.56863024342,-6506.56863024342,-6506.56863024342,-2638.506262706725,-2638.506262706725,-2638.506262706725,0.0,0.0,0.0,120812.14344685196,Cattaraugus
2023-12-31,117290.0431401686,115518.61456011422,130650.51655232233,117290.0431401686,117290.0431401686,5433.192261753498,5433.192261753498,5433.192261753498,6169.345097946374,6169.345097946374,6169.345097946374,12675.913728189795,12675.913728189795,12675.913728189795,-6506.56863024342,-6506.56863024342,-6506.56863024342,-736.1528361928761,-736.1528361928761,-736.1528361928761,0.0,0.0,0.0,122723.2354019221,Cattaraugus
2024-01-31,117298.78166872487,118915.92003085373,132669.5507479774,117298.78166872487,117298.78166872487,8166.99481181175,8166.99481181175,8166.99481181175,6169.345097946374,6169.345097946374,6169.345097946374,12675.913728189795,12675.913728189795,12675.913728189795,-6506.56863024342,-6506.56863024342,-6506.56863024342,1997.6497138653751,1997.6497138653751,1997.6497138653751,0.0,0.0,0.0,125465.77648053662,Cattaraugus
2024-02-29,117306.95642124525,118357.5524538083,132577.1668165821,117306.95642124525,117306.95642124525,8531.076113744964,8531.076113744964,8531.076113744964,6169.345097946374,6169.345097946374,6169.345097946374,12675.913728189795,12675.913728189795,12675.913728189795,-6506.56863024342,-6506.56863024342,-6506.56863024342,2361.7310157985903,2361.7310157985903,2361.7310157985903,0.0,0.0,0.0,125838.03253499021,Cattaraugus
2024-03-31,117315.69494980153,117281.79196912721,131740.31724668384,117315.69494980153,117315.69494980153,7062.023853202469,7062.023853202469,7062.023853202469,6169.345097946374,6169.345097946374,6169.345097946374,12675.913728189795,12675.913728189795,12675.913728189795,-6506.56863024342,-6506.56863024342,-6506.56863024342,892.6787552560947,892.6787552560947,892.6787552560947,0.0,0.0,0.0,124377.718803004,Cattaraugus
2024-04-30,117324.15159033987,117097.35588751189,130610.15810127636,117324.15159033987,117324.15159033987,6459.50779332729,6459.50779332729,6459.50779332729,6169.345097946374,6169.345097946374,6169.345097946374,12675.913728189795,12675.913728189795,12675.913728189795,-6506.56863024342,-6506.56863024342,-6506.56863024342,290.16269538091535,290.16269538091535,290.16269538091535,0.0,0.0,0.0,123783.65938366715,Cattaraugus
2024-05-31,117332.89011889615,115649.728279558,129668.85983082367,117332.89011889615,117332.89011889615,5303.495347572007,5303.495347572007,5303.495347572007,6169.345097946374,6169.345097946374,6169.345097946374,12675.913728189795,12675.913728189795,12675.913728189795,-6506.56863024342,-6506.56863024342,-6506.56863024342,-865.849750374368,-865.849750374368,-865.849750374368,0.0,0.0,0.0,122636.38546646816,Cattaraugus
2024-06-30,117341.34675943447,115165.65207466195,129841.333197547,117341.34675943447,117341.34675943447,4999.278351790544,4999.278351790544,4999.278351790544,6169.345097946374,6169.345097946374,6169.345097946374,12675.913728189795,12675.913728189795,12675.913728189795,-6506.56863024342,-6506.56863024342,-6506.56863024342,-1170.0667461558303,-1170.0667461558303,-1170.0667461558303,0.0,0.0,0.0,122340.62511122502,Cattaraugus
2024-07-31,117350.08528799073,115657.22860449181,130610.82478484068,117350.08528799073,117350.08528799073,5914.524001610179,5914.524001610179,5914.524001610179,6169.345097946374,6169.345097946374,6169.345097946374,12675.913728189795,12675.913728189795,12675.913728189795,-6506.56863024342,-6506.56863024342,-6506.56863024342,-254.8210963361957,-254.8210963361957,-254.8210963361957,0.0,0.0,0.0,123264.6092896009,Cattaraugus
2024-08-31,117358.82381654702,118505.41826875036,133082.40257505447,117358.82381654702,117358.82381654702,8121.985248568696,8121.985248568696,8121.985248568696,6169.345097946374,6169.345097946374,6169.345097946374,12675.913728189795,12675.913728189795,12675.913728189795,-6506.56863024342,-6506.56863024342,-6506.56863024342,1952.640150622321,1952.640150622321,1952.640150622321,0.0,0.0,0.0,125480.80906511573,Cattaraugus
2024-09-30,117367.28045708535,116281.45337308977,131205.6286887623,117367.28045708535,117367.28045708535,6437.722421384073,6437.722421384073,6437.722421384073,6169.345097946374,6169.345097946374,6169.345097946374,12675.913728189795,12675.913728189795,12675.913728189795,-6506.56863024342,-6506.56863024342,-6506.56863024342,268.3773234376985,268.3773234376985,268.3773234376985,0.0,0.0,0.0,123805.00287846942,Cattaraugus
2024-10-31,117376.01898564163,114149.30033378517,128427.70446756668,117376.01898564163,117376.01898564163,4067.3947317837483,4067.3947317837483,4067.3947317837483,6169.345097946374,6169.345097946374,6169.345097946374,12675.913728189795,12675.913728189795,12675.913728189795,-6506.56863024342,-6506.56863024342,-6506.56863024342,-2101.950366162627,-2101.950366162627,-2101.950366162627,0.0,0.0,0.0,121443.41371742537,Cattaraugus
2024-11-30,117384.47562617996,113490.7745700642,128642.80833417739,117384.47562617996,117384.47562617996,3530.017418072952,3530.017418072952,3530.017418072952,6169.345097946374,6169.345097946374,6169.345097946374,12675.913728189795,12675.913728189795,12675.913728189795,-6506.56863024342,-6506.56863024342,-6506.56863024342,-2639.3276798734223,-2639.3276798734223,-2639.3276798734223,0.0,0.0,0.0,120914.49304425291,Cattaraugus
2024-12-31,117393.21415473624,115445.5977622496,129821.85224094996,117393.21415473624,117393.21415473624,5339.622410656522,5339.622410656522,5339.622410656522,6169.345097946374,6169.345097946374,6169.345097946374,12675.913728189795,12675.913728189795,12675.913728189795,-6506.56863024342,-6506.56863024342,-6506.56863024342,-829.7226872898518,-829.7226872898518,-829.7226872898518,0.0,0.0,0.0,122732.83656539276,Cattaraugus
2025-01-31,117401.95268329252,118138.71131669584,132605.75743492335,117401.95268329252,117401.95268329252,8099.4553476911515,8099.4553476911515,8099.4553476911515,6169.345097946374,6169.345097946374,6169.345097946374,12675.913728189795,12675.913728189795,12675.913728189795,-6506.56863024342,-6506.56863024342,-6506.56863024342,1930.1102497447769,1930.1102497447769,1930.1102497447769,0.0,0.0,0.0,125501.40803098367,Cattaraugus
2025-02-28,117409.84554779495,119229.74497311245,133312.8782902802,117409.84554779495,117409.84554779495,8525.61355044667,8525.61355044667,8525.61355044667,6169.345097946374,6169.345097946374,6169.345097946374,12675.913728189795,12675.913728189795,12675.913728189795,-6506.56863024342,-6506.56863024342,-6506.56863024342,2356.2684525002956,2356.2684525002956,2356.2684525002956,0.0,0.0,0.0,125935.45909824161,Cattaraugus
2025-03-31,117418.58407635122,117287.44440457612,131564.81464003772,117418.58407635122,117418.58407635122,7033.102669003354,7033.102669003354,7033.102669003354,6169.345097946374,6169.345097946374,6169.345097946374,12675.913728189795,12675.913728189795,12675.913728189795,-6506.56863024342,-6506.56863024342,-6506.56863024342,863.7575710569794,863.7575710569794,863.7575710569794,0.0,0.0,0.0,124451.68674535459,Cattaraugus
2025-04-30,117427.04071688956,116278.54965656647,131101.74898619414,117427.04071688956,117427.04071688956,6441.867651570616,6441.867651570616,6441.867651570616,6169.345097946374,6169.345097946374,6169.345097946374,12675.913728189795,12675.913728189795,12675.913728189795,-6506.56863024342,-6506.56863024342,-6506.56863024342,272.5225536242416,272.5225536242416,272.5225536242416,0.0,0.0,0.0,123868.90836846018,Cattaraugus
2025-05-31,117435.77924544584,115675.04409365487,129976.47581697589,117435.77924544584,117435.77924544584,5300.219475765344,5300.219475765344,5300.219475765344,6169.345097946374,6169.345097946374,6169.345097946374,12675.913728189795,12675.913728189795,12675.913728189795,-6506.56863024342,-6506.56863024342,-6506.56863024342,-869.1256221810306,-869.1256221810306,-869.1256221810306,0.0,0.0,0.0,122735.99872121119,Cattaraugus
2025-06-30,117444.23588598416,115132.15286927541,130073.18956789123,117444.23588598416,117444.23588598416,5024.195196568765,5024.195196568765,5024.195196568765,6169.345097946374,6169.345097946374,6169.345097946374,12675.913728189795,12675.913728189795,12675.913728189795,-6506.56863024342,-6506.56863024342,-6506.56863024342,-1145.1499013776095,-1145.1499013776095,-1145.1499013776095,0.0,0.0,0.0,122468.43108255292,Cattaraugus
2025-07-31,117452.97441454044,116215.27662771399,130898.301737139,117452.97441454044,117452.97441454044,5956.077644050541,5956.077644050541,5956.077644050541,6169.345097946374,6169.345097946374,6169.345097946374,12675.913728189795,12675.913728189795,12675.913728189795,-6506.56863024342,-6506.56863024342,-6506.56863024342,-213.26745389583374,-213.26745389583374,-213.26745389583374,0.0,0.0,0.0,123409.05205859098,Cattaraugus
2025-08-31,117461.71294309672,117996.36190296472,132826.2823079653,117461.71294309672,117461.71294309672,8141.4791033095225,8141.4791033095225,8141.4791033095225,6169.345097946374,6169.345097946374,6169.345097946374,12675.913728189795,12675.913728189795,12675.913728189795,-6506.56863024342,-6506.56863024342,-6506.56863024342,1972.134005363147,1972.134005363147,1972.134005363147,0.0,0.0,0.0,125603.19204640624,Cattaraugus
2025-09-30,117470.16958363506,116757.93604970827,130884.97395425256,117470.16958363506,117470.16958363506,6399.366181128756,6399.366181128756,6399.366181128756,6169.345097946374,6169.345097946374,6169.345097946374,12675.913728189795,12675.913728189795,12675.913728189795,-6506.56863024342,-6506.56863024342,-6506.56863024342,230.02108318238163,230.02108318238163,230.02108318238163,0.0,0.0,0.0,123869.53576476382,Cattaraugus
2025-10-31,117478.90811219133,114607.19423576855,129044.25000920585,117478.90811219133,117478.90811219133,4027.081101011791,4027.081101011791,4027.081101011791,6169.345097946374,6169.345097946374,6169.345097946374,12675.913728189795,12675.913728189795,12675.913728189795,-6506.56863024342,-6506.56863024342,-6506.56863024342,-2142.2639969345837,-2142.2639969345837,-2142.2639969345837,0.0,0.0,0.0,121505.98921320312,Cattaraugus
2025-11-30,117487.36475272967,113795.48005712072,128362.12551218597,117475.82174751403,117500.14796673018,3528.116411078559,3528.116411078559,3528.116411078559,6169.345097946374,6169.345097946374,6169.345097946374,12675.913728189795,12675.913728189795,12675.913728189795,-6506.56863024342,-6506.56863024342,-6506.56863024342,-2641.2286868678157,-2641.2286868678157,-2641.2286868678157,0.0,0.0,0.0,121015.48116380823,Cattaraugus
2025-12-31,117496.10328128593,115852.1776557621,129876.70784663018,117467.89290761013,117533.77366798517,5369.904492399424,5369.904492399424,5369.904492399424,6169.345097946374,6169.345097946374,6169.345097946374,12675.913728189795,12675.913728189795,12675.913728189795,-6506.56863024342,-6506.56863024342,-6506.56863024342,-799.4406055469503,-799.4406055469503,-799.4406055469503,0.0,0.0,0.0,122866.00777368536,Cattaraugus
2026-01-31,117504.84180984221,118680.2848083025,132740.7396156875,117448.25866423594,117571.38415753533,8123.045138205536,8123.045138205536,8123.045138205536,6169.345097946374,6169.345097946374,6169.345097946374,12675.913728189795,12675.913728189795,12675.913728189795,-6506.56863024342,-6506.56863024342,-6506.56863024342,1953.700040259162,1953.700040259162,1953.700040259162,0.0,0.0,0.0,125627.88694804774,Cattaraugus
2026-02-28,117512.73467434465,118217.01023920302,133614.06874958897,117417.49012016905,117617.26796082838,8518.572449283627,8518.572449283627,8518.572449283627,6169.345097946374,6169.345097946374,6169.345097946374,12675.913728189795,12675.913728189795,12675.913728189795,-6506.56863024342,-6506.56863024342,-6506.56863024342,2349.227351337251,2349.227351337251,2349.227351337251,0.0,0.0,0.0,126031.30712362828,Cattaraugus
2026-03-31,117521.47320290093,117350.66701356604,131226.1738796833,117384.56707212295,117666.05504932199,7003.868852519506,7003.868852519506,7003.868852519506,6169.345097946374,6169.345097946374,6169.345097946374,12675.913728189795,12675.913728189795,12675.913728189795,-6506.56863024342,-6506.56863024342,-6506.56863024342,834.5237545731314,834.5237545731314,834.5237545731314,0.0,0.0,0.0,124525.34205542043,Cattaraugus
2026-04-30,117529.92984343927,116746.93850300263,131138.7221304497,117352.79112065783,117716.67744418977,6424.860469663255,6424.860469663255,6424.860469663255,6169.345097946374,6169.345097946374,6169.345097946374,12675.913728189795,12675.913728189795,12675.913728189795,-6506.56863024342,-6506.56863024342,-6506.56863024342,255.5153717168808,255.5153717168808,255.5153717168808,0.0,0.0,0.0,123954.79031310252,Cattaraugus
2026-05-31,117538.66837199555,114822.85450038718,129856.98383448308,117308.04945558056,117780.62348086097,5298.322000008953,5298.322000008953,5298.322000008953,6169.345097946374,6169.345097946374,6169.345097946374,12675.913728189795,12675.913728189795,12675.913728189795,-6506.56863024342,-6506.56863024342,-6506.56863024342,-871.0230979374218,-871.0230979374218,-871.0230979374218,0.0,0.0,0.0,122836.9903720045,Cattaraugus
2026-06-30,117547.12501253387,115457.17425406667,129344.76985373521,117251.68801193891,117839.95120790004,5050.276760168093,5050.276760168093,5050.276760168093,6169.345097946374,6169.345097946374,6169.345097946374,12675.913728189795,12675.913728189795,12675.913728189795,-6506.56863024342,-6506.56863024342,-6506.56863024342,-1119.0683377782816,-1119.0683377782816,-1119.0683377782816,0.0,0.0,0.0,122597.40177270197,Cattaraugus
2026-07-31,117555.86354109013,116130.5853661072,130670.1703492361,117204.08495514211,117908.27525685623,5997.39569261689,5997.39569261689,5997.39569261689,6169.345097946374,6169.345097946374,6169.345097946374,12675.913728189795,12675.913728189795,12675.913728189795,-6506.56863024342,-6506.56863024342,-6506.56863024342,-171.94940532948465,-171.94940532948465,-171.94940532948465,0.0,0.0,0.0,123553.25923370702,Cattaraugus
2026-08-31,117564.60206964643,118069.70868126677,133338.02315660662,117155.14345430856,117974.42589046799,8158.453883356798,8158.453883356798,8158.453883356798,6169.345097946374,6169.345097946374,6169.345097946374,12675.913728189795,12675.913728189795,12675.913728189795,-6506.56863024342,-6506.56863024342,-6506.56863024342,1989.108785410423,1989.108785410423,1989.108785410423,0.0,0.0,0.0,125723.05595300322,Cattaraugus
2026-09-30,117573.05871018475,116387.84760524065,131718.1351345788,117108.11516511538,118038.84393498403,6359.783999902218,6359.783999902218,6359.783999902218,6169.345097946374,6169.345097946374,6169.345097946374,12675.913728189795,12675.913728189795,12675.913728189795,-6506.56863024342,-6506.56863024342,-6506.56863024342,190.43890195584376,190.43890195584376,190.43890195584376,0.0,0.0,0.0,123932.84271008696,Cattaraugus
2026-10-31,117581.79723874103,114127.83493638207,128874.76581167644,117048.98731602506,118110.15094611778,3987.9188808960143,3987.9188808960143,3987.9188808960143,6169.345097946374,6169.345097946374,6169.345097946374,12675.913728189795,12675.913728189795,12675.913728189795,-6506.56863024342,-6506.56863024342,-6506.56863024342,-2181.4262170503603,-2181.4262170503603,-2181.4262170503603,0.0,0.0,0.0,121569.71611963704,Cattaraugus
2026-11-30,117590.25387927936,113624.20745541553,127978.14949265461,116996.09422089726,118172.64265411554,3528.3933373240875,3528.3933373240875,3528.3933373240875,6169.345097946374,6169.345097946374,6169.345097946374,12675.913728189795,12675.913728189795,12675.913728189795,-6506.56863024342,-6506.56863024342,-6506.56863024342,-2640.951760622287,-2640.951760622287,-2640.951760622287,0.0,0.0,0.0,121118.64721660345,Cattaraugus
2026-12-31,117598.99240783564,115660.15758584185,130523.85197392233,116940.3841233733,118243.73851104984,5401.120042105558,5401.120042105558,5401.120042105558,6169.345097946374,6169.345097946374,6169.345097946374,12675.913728189795,12675.913728189795,12675.913728189795,-6506.56863024342,-6506.56863024342,-6506.56863024342,-768.2250558408165,-768.2250558408165,-768.2250558408165,0.0,0.0,0.0,123000.1124499412,Cattaraugus
2027-01-31,117607.73093639192,117597.51812571746,133366.20734342933,116881.11514306847,118343.17579234121,8145.5793699745,8145.5793699745,8145.5793699745,6169.345097946374,6169.345097946374,6169.345097946374,12675.913728189795,12675.913728189795,12675.913728189795,-6506.56863024342,-6506.56863024342,-6506.56863024342,1976.2342720281242,1976.2342720281242,1976.2342720281242,0.0,0.0,0.0,125753.31030636642,Cattaraugus
2027-02-28,117615.62380089435,118596.46023884817,133909.89950037672,116793.41016442463,118446.95982010924,8509.975168586405,8509.975168586405,8509.975168586405,6169.345097946374,6169.345097946374,6169.345097946374,12675.913728189795,12675.913728189795,12675.913728189795,-6506.56863024342,-6506.56863024342,-6506.56863024342,2340.630070640029,2340.630070640029,2340.630070640029,0.0,0.0,0.0,126125.59896948075,Cattaraugus
2027-03-31,117624.36232945063,116939.08021992733,131992.21225066445,116721.6229801803,118553.44822416022,6974.3819722978515,6974.3819722978515,6974.3819722978515,6169.345097946374,6169.345097946374,6169.345097946374,12675.913728189795,12675.913728189795,12675.913728189795,-6506.56863024342,-6506.56863024342,-6506.56863024342,805.0368743514765,805.0368743514765,805.0368743514765,0.0,0.0,0.0,124598.74430174848,Cattaraugus
2027-04-30,117632.81896998896,117012.01412442088,131469.67122093006,116661.55500296388,118629.47893951701,6408.530271452067,6408.530271452067,6408.530271452067,6169.345097946374,6169.345097946374,6169.345097946374,12675.913728189795,12675.913728189795,12675.913728189795,-6506.56863024342,-6506.56863024342,-6506.56863024342,239.18517350569235,239.18517350569235,239.18517350569235,0.0,0.0,0.0,124041.34924144103,Cattaraugus
2027-05-31,117641.55749854524,115394.98939382171,129897.67564848677,116626.7761792767,118724.60963443987,5297.813269777846,5297.813269777846,5297.813269777846,6169.345097946374,6169.345097946374,6169.345097946374,12675.913728189795,12675.913728189795,12675.913728189795,-6506.56863024342,-6506.56863024342,-6506.56863024342,-871.5318281685287,-871.5318281685287,-871.5318281685287,0.0,0.0,0.0,122939.37076832309,Cattaraugus
2027-06-30,117650.01413908356,115649.1608976641,129955.93965262559,116564.74770798057,118833.0609357634,5077.4704388017835,5077.4704388017835,5077.4704388017835,6169.345097946374,6169.345097946374,6169.345097946374,12675.913728189795,12675.913728189795,12675.913728189795,-6506.56863024342,-6506.56863024342,-6506.56863024342,-1091.8746591445909,-1091.8746591445909,-1091.8746591445909,0.0,0.0,0.0,122727.48457788535,Cattaraugus
2027-07-31,117658.75266763984,116148.89535275409,130895.13441885822,116497.57482665849,118940.17868081658,6038.394664452911,6038.394664452911,6038.394664452911,6169.345097946374,6169.345097946374,6169.345097946374,12675.913728189795,12675.913728189795,12675.913728189795,-6506.56863024342,-6506.56863024342,-6506.56863024342,-130.950433493464,-130.950433493464,-130.950433493464,0.0,0.0,0.0,123697.14733209275,Cattaraugus
2027-08-31,117667.49119619612,118986.83339817327,133752.36593819884,116395.24451716935,119070.25113628917,8172.884778744359,8172.884778744359,8172.884778744359,6169.345097946374,6169.345097946374,6169.345097946374,12675.913728189795,12675.913728189795,12675.913728189795,-6506.56863024342,-6506.56863024342,-6506.56863024342,2003.5396807979855,2003.5396807979855,2003.5396807979855,0.0,0.0,0.0,125840.37597494049,Cattaraugus
2027-09-30,117675.94783673446,116752.50670596061,131105.9958019241,116308.77796092727,119175.96952346577,6319.061645598824,6319.061645598824,6319.061645598824,6169.345097946374,6169.345097946374,6169.345097946374,12675.913728189795,12675.913728189795,12675.913728189795,-6506.56863024342,-6506.56863024342,-6506.56863024342,149.71654765244864,149.71654765244864,149.71654765244864,0.0,0.0,0.0,123995.00948233328,Cattaraugus
2027-10-31,117684.68636529073,114490.9733421691,129559.1835427086,116248.02725081117,119286.68911740155,3949.9898720204933,3949.9898720204933,3949.9898720204933,6169.345097946374,6169.345097946374,6169.345097946374,12675.913728189795,12675.913728189795,12675.913728189795,-6506.56863024342,-6506.56863024342,-6506.56863024342,-2219.355225925881,-2219.355225925881,-2219.355225925881,0.0,0.0,0.0,121634.67623731123,Cattaraugus
