Year,County,State,Median_Gross_Rent,Median_Home_Value,Median_Property_Tax,Owner_Cost_With_Mortgage,Owner_Cost_Without_Mortgage,Date,Mortgage_Rate,Buy_CF,Rent_CF,Buy_Eligible,Down_Payment_Used
2016,Ontario,New York,821,148400,3605,1037,32075,2016-05,3.6,-12444.0,-9852,True,29680
2016,Ontario,New York,821,148400,3605,1037,32075,2016-06,3.57,-12444.0,-9852,True,29680
2016,Ontario,New York,821,148400,3605,1037,32075,2016-07,3.44,-12444.0,-9852,True,29680
2016,Ontario,New York,821,148400,3605,1037,32075,2016-08,3.44,-12444.0,-9852,True,29680
2016,Ontario,New York,821,148400,3605,1037,32075,2016-09,3.46,-12444.0,-9852,True,29680
2016,Ontario,New York,821,148400,3605,1037,32075,2016-10,3.47,-12444.0,-9852,True,29680
2016,Ontario,New York,821,148400,3605,1037,32075,2016-11,3.77,-12444.0,-9852,True,29680
2016,Ontario,New York,821,148400,3605,1037,32075,2016-12,4.2,-12444.0,-9852,True,29680
2016,Steuben,New York,675,94300,2615,748,28545,2016-01,3.87,-8976.0,-8100,True,18860
2016,Steuben,New York,675,94300,2615,748,28545,2016-02,3.66,-8976.0,-8100,True,18860
2016,Steuben,New York,675,94300,2615,748,28545,2016-03,3.69,-8976.0,-8100,True,18860
2016,Steuben,New York,675,94300,2615,748,28545,2016-04,3.6,-8976.0,-8100,True,18860
2016,Steuben,New York,675,94300,2615,748,28545,2016-05,3.6,-8976.0,-8100,True,18860
2016,Steuben,New York,675,94300,2615,748,28545,2016-06,3.57,-8976.0,-8100,True,18860
2016,Steuben,New York,675,94300,2615,748,28545,2016-07,3.44,-8976.0,-8100,True,18860
2016,Steuben,New York,675,94300,2615,748,28545,2016-08,3.44,-8976.0,-8100,True,18860
2016,Steuben,New York,675,94300,2615,748,28545,2016-09,3.46,-8976.0,-8100,True,18860
2016,Steuben,New York,675,94300,2615,748,28545,2016-10,3.47,-8976.0,-8100,True,18860
2016,Steuben,New York,675,94300,2615,748,28545,2016-11,3.77,-8976.0,-8100,True,18860
2016,Steuben,New York,675,94300,2615,748,28545,2016-12,4.2,-8976.0,-8100,True,18860
2016,Hamilton,New York,733,165500,1866,699,1055,2016-01,3.87,-8388.0,-8796,True,33100
2016,Hamilton,New York,733,165500,1866,699,1055,2016-02,3.66,-8388.0,-8796,True,33100
2016,Hamilton,New York,733,165500,1866,699,1055,2016-03,3.69,-8388.0,-8796,True,33100
2016,Hamilton,New York,733,165500,1866,699,1055,2016-04,3.6,-8388.0,-8796,True,33100
2016,Hamilton,New York,733,165500,1866,699,1055,2016-05,3.6,-8388.0,-8796,True,33100
2016,Hamilton,New York,733,165500,1866,699,1055,2016-06,3.57,-8388.0,-8796,True,33100
2016,Hamilton,New York,733,165500,1866,699,1055,2016-07,3.44,-8388.0,-8796,True,33100
2016,Hamilton,New York,733,165500,1866,699,1055,2016-08,3.44,-8388.0,-8796,True,33100
2016,Hamilton,New York,733,165500,1866,699,1055,2016-09,3.46,-8388.0,-8796,True,33100
2016,Hamilton,New York,733,165500,1866,699,1055,2016-10,3.47,-8388.0,-8796,True,33100
2016,Hamilton,New York,733,165500,1866,699,1055,2016-11,3.77,-8388.0,-8796,True,33100
2016,Hamilton,New York,733,165500,1866,699,1055,2016-12,4.2,-8388.0,-8796,True,33100
2016,Chautauqua,New York,619,85500,2422,699,36888,2016-01,3.87,-8388.0,-7428,True,17100
2016,Chautauqua,New York,619,85500,2422,699,36888,2016-02,3.66,-8388.0,-7428,True,17100
2016,Chautauqua,New York,619,85500,2422,699,36888,2016-03,3.69,-8388.0,-7428,True,17100
2016,Chautauqua,New York,619,85500,2422,699,36888,2016-04,3.6,-8388.0,-7428,True,17100
2016,Chautauqua,New York,619,85500,2422,699,36888,2016-05,3.6,-8388.0,-7428,True,17100
2016,Chautauqua,New York,619,85500,2422,699,36888,2016-06,3.57,-8388.0,-7428,True,17100
2016,Chautauqua,New York,619,85500,2422,699,36888,2016-07,3.44,-8388.0,-7428,True,17100
2016,Chautauqua,New York,619,85500,2422,699,36888,2016-08,3.44,-8388.0,-7428,True,17100
2016,Chautauqua,New York,619,85500,2422,699,36888,2016-09,3.46,-8388.0,-7428,True,17100
2016,Chautauqua,New York,619,85500,2422,699,36888,2016-10,3.47,-8388.0,-7428,True,17100
2016,Chautauqua,New York,619,85500,2422,699,36888,2016-11,3.77,-8388.0,-7428,True,17100
2016,Chautauqua,New York,619,85500,2422,699,36888,2016-12,4.2,-8388.0,-7428,True,17100
2016,Kings,New York,1262,590500,3834,1822,276447,2016-01,3.87,-21864.0,-15144,True,118100
2016,Kings,New York,1262,590500,3834,1822,276447,2016-02,3.66,-21864.0,-15144,True,118100
2016,Kings,New York,1262,590500,3834,1822,276447,2016-03,3.69,-21864.0,-15144,True,118100
2016,Kings,New York,1262,590500,3834,1822,276447,2016-04,3.6,-21864.0,-15144,True,118100
2016,Kings,New York,1262,590500,3834,1822,276447,2016-05,3.6,-21864.0,-15144,True,118100
2016,Kings,New York,1262,590500,3834,1822,276447,2016-06,3.57,-21864.0,-15144,True,118100
2016,Kings,New York,1262,590500,3834,1822,276447,2016-07,3.44,-21864.0,-15144,True,118100
2016,Kings,New York,1262,590500,3834,1822,276447,2016-08,3.44,-21864.0,-15144,True,118100
2016,Kings,New York,1262,590500,3834,1822,276447,2016-09,3.46,-21864.0,-15144,True,118100
2016,Kings,New York,1262,590500,3834,1822,276447,2016-10,3.47,-21864.0,-15144,True,118100
2016,Kings,New York,1262,590500,3834,1822,276447,2016-11,3.77,-21864.0,-15144,True,118100
2016,Kings,New York,1262,590500,3834,1822,276447,2016-12,4.2,-21864.0,-15144,True,118100
2016,Tioga,New York,661,112300,2922,823,15415,2016-01,3.87,-9876.0,-7932,True,22460
2016,Tioga,New York,661,112300,2922,823,15415,2016-02,3.66,-9876.0,-7932,True,22460
2016,Tioga,New York,661,112300,2922,823,15415,2016-03,3.69,-9876.0,-7932,True,22460
2016,Tioga,New York,661,112300,2922,823,15415,2016-04,3.6,-9876.0,-7932,True,22460
2016,Tioga,New York,661,112300,2922,823,15415,2016-05,3.6,-9876.0,-7932,True,22460
2016,Tioga,New York,661,112300,2922,823,15415,2016-06,3.57,-9876.0,-7932,True,22460
2016,Tioga,New York,661,112300,2922,823,15415,2016-07,3.44,-9876.0,-7932,True,22460
2016,Tioga,New York,661,112300,2922,823,15415,2016-08,3.44,-9876.0,-7932,True,22460
2016,Tioga,New York,661,112300,2922,823,15415,2016-09,3.46,-9876.0,-7932,True,22460
2016,Tioga,New York,661,112300,2922,823,15415,2016-10,3.47,-9876.0,-7932,True,22460
2016,Tioga,New York,661,112300,2922,823,15415,2016-11,3.77,-9876.0,-7932,True,22460
2016,Tioga,New York,661,112300,2922,823,15415,2016-12,4.2,-9876.0,-7932,True,22460
2016,Orleans,New York,658,92000,3179,904,12186,2016-01,3.87,-10848.0,-7896,True,18400
2016,Orleans,New York,658,92000,3179,904,12186,2016-02,3.66,-10848.0,-7896,True,18400
2016,Orleans,New York,658,92000,3179,904,12186,2016-03,3.69,-10848.0,-7896,True,18400
2016,Orleans,New York,658,92000,3179,904,12186,2016-04,3.6,-10848.0,-7896,True,18400
2016,Orleans,New York,658,92000,3179,904,12186,2016-05,3.6,-10848.0,-7896,True,18400
2016,Orleans,New York,658,92000,3179,904,12186,2016-06,3.57,-10848.0,-7896,True,18400
2016,Orleans,New York,658,92000,3179,904,12186,2016-07,3.44,-10848.0,-7896,True,18400
2016,Orleans,New York,658,92000,3179,904,12186,2016-08,3.44,-10848.0,-7896,True,18400
2016,Orleans,New York,658,92000,3179,904,12186,2016-09,3.46,-10848.0,-7896,True,18400
2016,Orleans,New York,658,92000,3179,904,12186,2016-10,3.47,-10848.0,-7896,True,18400
2016,Orleans,New York,658,92000,3179,904,12186,2016-11,3.77,-10848.0,-7896,True,18400
2016,Orleans,New York,658,92000,3179,904,12186,2016-12,4.2,-10848.0,-7896,True,18400
2016,Saratoga,New York,1026,238600,3853,1325,65099,2016-01,3.87,-15900.0,-12312,True,47720
2016,Saratoga,New York,1026,238600,3853,1325,65099,2016-02,3.66,-15900.0,-12312,True,47720
2016,Saratoga,New York,1026,238600,3853,1325,65099,2016-03,3.69,-15900.0,-12312,True,47720
2016,Saratoga,New York,1026,238600,3853,1325,65099,2016-04,3.6,-15900.0,-12312,True,47720
2016,Saratoga,New York,1026,238600,3853,1325,65099,2016-05,3.6,-15900.0,-12312,True,47720
2016,Saratoga,New York,1026,238600,3853,1325,65099,2016-06,3.57,-15900.0,-12312,True,47720
2016,Saratoga,New York,1026,238600,3853,1325,65099,2016-07,3.44,-15900.0,-12312,True,47720
2016,Saratoga,New York,1026,238600,3853,1325,65099,2016-08,3.44,-15900.0,-12312,True,47720
2016,Saratoga,New York,1026,238600,3853,1325,65099,2016-09,3.46,-15900.0,-12312,True,47720
2016,Saratoga,New York,1026,238600,3853,1325,65099,2016-10,3.47,-15900.0,-12312,True,47720
2016,Saratoga,New York,1026,238600,3853,1325,65099,2016-11,3.77,-15900.0,-12312,True,47720
2016,Saratoga,New York,1026,238600,3853,1325,65099,2016-12,4.2,-15900.0,-12312,True,47720
2016,Columbia,New York,877,222300,4224,1166,18331,2016-01,3.87,-13992.0,-10524,True,44460
2016,Columbia,New York,877,222300,4224,1166,18331,2016-02,3.66,-13992.0,-10524,True,44460
2016,Columbia,New York,877,222300,4224,1166,18331,2016-03,3.69,-13992.0,-10524,True,44460
2016,Columbia,New York,877,222300,4224,1166,18331,2016-04,3.6,-13992.0,-10524,True,44460
2016,Columbia,New York,877,222300,4224,1166,18331,2016-05,3.6,-13992.0,-10524,True,44460
2016,Columbia,New York,877,222300,4224,1166,18331,2016-06,3.57,-13992.0,-10524,True,44460
2016,Columbia,New York,877,222300,4224,1166,18331,2016-07,3.44,-13992.0,-10524,True,44460
2016,Columbia,New York,877,222300,4224,1166,18331,2016-08,3.44,-13992.0,-10524,True,44460
2016,Columbia,New York,877,222300,4224,1166,18331,2016-09,3.46,-13992.0,-10524,True,44460
2016,Columbia,New York,877,222300,4224,1166,18331,2016-10,3.47,-13992.0,-10524,True,44460
2016,Columbia,New York,877,222300,4224,1166,18331,2016-11,3.77,-13992.0,-10524,True,44460
2016,Columbia,New York,877,222300,4224,1166,18331,2016-12,4.2,-13992.0,-10524,True,44460
2016,Lewis,New York,708,122000,2124,748,7849,2016-01,3.87,-8976.0,-8496,True,24400
2016,Lewis,New York,708,122000,2124,748,7849,2016-02,3.66,-8976.0,-8496,True,24400
2016,Lewis,New York,708,122000,2124,748,7849,2016-03,3.69,-8976.0,-8496,True,24400
2016,Lewis,New York,708,122000,2124,748,7849,2016-04,3.6,-8976.0,-8496,True,24400
2016,Lewis,New York,708,122000,2124,748,7849,2016-05,3.6,-8976.0,-8496,True,24400
2016,Lewis,New York,708,122000,2124,748,7849,2016-06,3.57,-8976.0,-8496,True,24400
2016,Lewis,New York,708,122000,2124,748,7849,2016-07,3.44,-8976.0,-8496,True,24400
2016,Lewis,New York,708,122000,2124,748,7849,2016-08,3.44,-8976.0,-8496,True,24400
2016,Lewis,New York,708,122000,2124,748,7849,2016-09,3.46,-8976.0,-8496,True,24400
2016,Lewis,New York,708,122000,2124,748,7849,2016-10,3.47,-8976.0,-8496,True,24400
2016,Lewis,New York,708,122000,2124,748,7849,2016-11,3.77,-8976.0,-8496,True,24400
2016,Lewis,New York,708,122000,2124,748,7849,2016-12,4.2,-8976.0,-8496,True,24400
2016,Westchester,New York,1394,507300,10001,2521,210004,2016-01,3.87,-30252.0,-16728,True,101460
2016,Westchester,New York,1394,507300,10001,2521,210004,2016-02,3.66,-30252.0,-16728,True,101460
2016,Westchester,New York,1394,507300,10001,2521,210004,2016-03,3.69,-30252.0,-16728,True,101460
2016,Westchester,New York,1394,507300,10001,2521,210004,2016-04,3.6,-30252.0,-16728,True,101460
2016,Westchester,New York,1394,507300,10001,2521,210004,2016-05,3.6,-30252.0,-16728,True,101460
2016,Westchester,New York,1394,507300,10001,2521,210004,2016-06,3.57,-30252.0,-16728,True,101460
2016,Westchester,New York,1394,507300,10001,2521,210004,2016-07,3.44,-30252.0,-16728,True,101460
2016,Westchester,New York,1394,507300,10001,2521,210004,2016-08,3.44,-30252.0,-16728,True,101460
2016,Westchester,New York,1394,507300,10001,2521,210004,2016-09,3.46,-30252.0,-16728,True,101460
2016,Westchester,New York,1394,507300,10001,2521,210004,2016-10,3.47,-30252.0,-16728,True,101460
2016,Westchester,New York,1394,507300,10001,2521,210004,2016-11,3.77,-30252.0,-16728,True,101460
2016,Westchester,New York,1394,507300,10001,2521,210004,2016-12,4.2,-30252.0,-16728,True,101460
2016,Delaware,New York,682,135200,2636,749,13787,2016-01,3.87,-8988.0,-8184,True,27040
2016,Delaware,New York,682,135200,2636,749,13787,2016-02,3.66,-8988.0,-8184,True,27040
2016,Delaware,New York,682,135200,2636,749,13787,2016-03,3.69,-8988.0,-8184,True,27040
2016,Delaware,New York,682,135200,2636,749,13787,2016-04,3.6,-8988.0,-8184,True,27040
2016,Delaware,New York,682,135200,2636,749,13787,2016-05,3.6,-8988.0,-8184,True,27040
2016,Delaware,New York,682,135200,2636,749,13787,2016-06,3.57,-8988.0,-8184,True,27040
2016,Delaware,New York,682,135200,2636,749,13787,2016-07,3.44,-8988.0,-8184,True,27040
2016,Delaware,New York,682,135200,2636,749,13787,2016-08,3.44,-8988.0,-8184,True,27040
2016,Delaware,New York,682,135200,2636,749,13787,2016-09,3.46,-8988.0,-8184,True,27040
2016,Delaware,New York,682,135200,2636,749,13787,2016-10,3.47,-8988.0,-8184,True,27040
2016,Delaware,New York,682,135200,2636,749,13787,2016-11,3.77,-8988.0,-8184,True,27040
2016,Delaware,New York,682,135200,2636,749,13787,2016-12,4.2,-8988.0,-8184,True,27040
2016,Montgomery,New York,721,99100,3234,851,13040,2016-01,3.87,-10212.0,-8652,True,19820
2016,Montgomery,New York,721,99100,3234,851,13040,2016-02,3.66,-10212.0,-8652,True,19820
2016,Montgomery,New York,721,99100,3234,851,13040,2016-03,3.69,-10212.0,-8652,True,19820
2016,Montgomery,New York,721,99100,3234,851,13040,2016-04,3.6,-10212.0,-8652,True,19820
2016,Montgomery,New York,721,99100,3234,851,13040,2016-05,3.6,-10212.0,-8652,True,19820
2016,Montgomery,New York,721,99100,3234,851,13040,2016-06,3.57,-10212.0,-8652,True,19820
2016,Montgomery,New York,721,99100,3234,851,13040,2016-07,3.44,-10212.0,-8652,True,19820
2016,Montgomery,New York,721,99100,3234,851,13040,2016-08,3.44,-10212.0,-8652,True,19820
2016,Montgomery,New York,721,99100,3234,851,13040,2016-09,3.46,-10212.0,-8652,True,19820
2016,Montgomery,New York,721,99100,3234,851,13040,2016-10,3.47,-10212.0,-8652,True,19820
2016,Montgomery,New York,721,99100,3234,851,13040,2016-11,3.77,-10212.0,-8652,True,19820
2016,Montgomery,New York,721,99100,3234,851,13040,2016-12,4.2,-10212.0,-8652,True,19820
2016,Richmond,New York,1191,448000,3910,1946,114502,2016-01,3.87,-23352.0,-14292,True,89600
2016,Richmond,New York,1191,448000,3910,1946,114502,2016-02,3.66,-23352.0,-14292,True,89600
2016,Richmond,New York,1191,448000,3910,1946,114502,2016-03,3.69,-23352.0,-14292,True,89600
2016,Richmond,New York,1191,448000,3910,1946,114502,2016-04,3.6,-23352.0,-14292,True,89600
2016,Richmond,New York,1191,448000,3910,1946,114502,2016-05,3.6,-23352.0,-14292,True,89600
2016,Richmond,New York,1191,448000,3910,1946,114502,2016-06,3.57,-23352.0,-14292,True,89600
2016,Richmond,New York,1191,448000,3910,1946,114502,2016-07,3.44,-23352.0,-14292,True,89600
2016,Richmond,New York,1191,448000,3910,1946,114502,2016-08,3.44,-23352.0,-14292,True,89600
2016,Richmond,New York,1191,448000,3910,1946,114502,2016-09,3.46,-23352.0,-14292,True,89600
2016,Richmond,New York,1191,448000,3910,1946,114502,2016-10,3.47,-23352.0,-14292,True,89600
2016,Richmond,New York,1191,448000,3910,1946,114502,2016-11,3.77,-23352.0,-14292,True,89600
2016,Richmond,New York,1191,448000,3910,1946,114502,2016-12,4.2,-23352.0,-14292,True,89600
2016,St. Lawrence,New York,698,87400,2129,734,29591,2016-01,3.87,-8808.0,-8376,True,17480
2016,St. Lawrence,New York,698,87400,2129,734,29591,2016-02,3.66,-8808.0,-8376,True,17480
2016,St. Lawrence,New York,698,87400,2129,734,29591,2016-03,3.69,-8808.0,-8376,True,17480
2016,St. Lawrence,New York,698,87400,2129,734,29591,2016-04,3.6,-8808.0,-8376,True,17480
2016,St. Lawrence,New York,698,87400,2129,734,29591,2016-05,3.6,-8808.0,-8376,True,17480
2016,St. Lawrence,New York,698,87400,2129,734,29591,2016-06,3.57,-8808.0,-8376,True,17480
2016,St. Lawrence,New York,698,87400,2129,734,29591,2016-07,3.44,-8808.0,-8376,True,17480
2016,St. Lawrence,New York,698,87400,2129,734,29591,2016-08,3.44,-8808.0,-8376,True,17480
2016,St. Lawrence,New York,698,87400,2129,734,29591,2016-09,3.46,-8808.0,-8376,True,17480
2016,St. Lawrence,New York,698,87400,2129,734,29591,2016-10,3.47,-8808.0,-8376,True,17480
2016,St. Lawrence,New York,698,87400,2129,734,29591,2016-11,3.77,-8808.0,-8376,True,17480
2016,St. Lawrence,New York,698,87400,2129,734,29591,2016-12,4.2,-8808.0,-8376,True,17480
2016,Tompkins,New York,1011,182600,4538,1157,21175,2016-01,3.87,-13884.0,-12132,True,36520
2016,Tompkins,New York,1011,182600,4538,1157,21175,2016-02,3.66,-13884.0,-12132,True,36520
2016,Tompkins,New York,1011,182600,4538,1157,21175,2016-03,3.69,-13884.0,-12132,True,36520
2016,Tompkins,New York,1011,182600,4538,1157,21175,2016-04,3.6,-13884.0,-12132,True,36520
2016,Tompkins,New York,1011,182600,4538,1157,21175,2016-05,3.6,-13884.0,-12132,True,36520
2016,Tompkins,New York,1011,182600,4538,1157,21175,2016-06,3.57,-13884.0,-12132,True,36520
2016,Tompkins,New York,1011,182600,4538,1157,21175,2016-07,3.44,-13884.0,-12132,True,36520
2016,Tompkins,New York,1011,182600,4538,1157,21175,2016-08,3.44,-13884.0,-12132,True,36520
2016,Tompkins,New York,1011,182600,4538,1157,21175,2016-09,3.46,-13884.0,-12132,True,36520
2016,Tompkins,New York,1011,182600,4538,1157,21175,2016-10,3.47,-13884.0,-12132,True,36520
2016,Tompkins,New York,1011,182600,4538,1157,21175,2016-11,3.77,-13884.0,-12132,True,36520
2016,Tompkins,New York,1011,182600,4538,1157,21175,2016-12,4.2,-13884.0,-12132,True,36520
2016,Warren,New York,879,191500,3113,1045,19037,2016-01,3.87,-12540.0,-10548,True,38300
2016,Warren,New York,879,191500,3113,1045,19037,2016-02,3.66,-12540.0,-10548,True,38300
2016,Warren,New York,879,191500,3113,1045,19037,2016-03,3.69,-12540.0,-10548,True,38300
2016,Warren,New York,879,191500,3113,1045,19037,2016-04,3.6,-12540.0,-10548,True,38300
2016,Warren,New York,879,191500,3113,1045,19037,2016-05,3.6,-12540.0,-10548,True,38300
2016,Warren,New York,879,191500,3113,1045,19037,2016-06,3.57,-12540.0,-10548,True,38300
2016,Warren,New York,879,191500,3113,1045,19037,2016-07,3.44,-12540.0,-10548,True,38300
2016,Warren,New York,879,191500,3113,1045,19037,2016-08,3.44,-12540.0,-10548,True,38300
2016,Warren,New York,879,191500,3113,1045,19037,2016-09,3.46,-12540.0,-10548,True,38300
2016,Warren,New York,879,191500,3113,1045,19037,2016-10,3.47,-12540.0,-10548,True,38300
2016,Warren,New York,879,191500,3113,1045,19037,2016-11,3.77,-12540.0,-10548,True,38300
2016,Warren,New York,879,191500,3113,1045,19037,2016-12,4.2,-12540.0,-10548,True,38300
2016,Cortland,New York,700,111400,3487,917,11511,2016-01,3.87,-11004.0,-8400,True,22280
2016,Cortland,New York,700,111400,3487,917,11511,2016-02,3.66,-11004.0,-8400,True,22280
2016,Cortland,New York,700,111400,3487,917,11511,2016-03,3.69,-11004.0,-8400,True,22280
2016,Cortland,New York,700,111400,3487,917,11511,2016-04,3.6,-11004.0,-8400,True,22280
2016,Cortland,New York,700,111400,3487,917,11511,2016-05,3.6,-11004.0,-8400,True,22280
2016,Cortland,New York,700,111400,3487,917,11511,2016-06,3.57,-11004.0,-8400,True,22280
2016,Cortland,New York,700,111400,3487,917,11511,2016-07,3.44,-11004.0,-8400,True,22280
2016,Cortland,New York,700,111400,3487,917,11511,2016-08,3.44,-11004.0,-8400,True,22280
2016,Cortland,New York,700,111400,3487,917,11511,2016-09,3.46,-11004.0,-8400,True,22280
2016,Cortland,New York,700,111400,3487,917,11511,2016-10,3.47,-11004.0,-8400,True,22280
2016,Cortland,New York,700,111400,3487,917,11511,2016-11,3.77,-11004.0,-8400,True,22280
2016,Cortland,New York,700,111400,3487,917,11511,2016-12,4.2,-11004.0,-8400,True,22280
2016,Dutchess,New York,1141,274300,5935,1770,73505,2016-01,3.87,-21240.0,-13692,True,54860
2016,Dutchess,New York,1141,274300,5935,1770,73505,2016-02,3.66,-21240.0,-13692,True,54860
2016,Dutchess,New York,1141,274300,5935,1770,73505,2016-03,3.69,-21240.0,-13692,True,54860
2016,Dutchess,New York,1141,274300,5935,1770,73505,2016-04,3.6,-21240.0,-13692,True,54860
2016,Dutchess,New York,1141,274300,5935,1770,73505,2016-05,3.6,-21240.0,-13692,True,54860
2016,Dutchess,New York,1141,274300,5935,1770,73505,2016-06,3.57,-21240.0,-13692,True,54860
2016,Dutchess,New York,1141,274300,5935,1770,73505,2016-07,3.44,-21240.0,-13692,True,54860
2016,Dutchess,New York,1141,274300,5935,1770,73505,2016-08,3.44,-21240.0,-13692,True,54860
2016,Dutchess,New York,1141,274300,5935,1770,73505,2016-09,3.46,-21240.0,-13692,True,54860
2016,Dutchess,New York,1141,274300,5935,1770,73505,2016-10,3.47,-21240.0,-13692,True,54860
2016,Dutchess,New York,1141,274300,5935,1770,73505,2016-11,3.77,-21240.0,-13692,True,54860
2016,Dutchess,New York,1141,274300,5935,1770,73505,2016-12,4.2,-21240.0,-13692,True,54860
2016,Monroe,New York,843,140200,4396,1098,191707,2016-01,3.87,-13176.0,-10116,True,28040
2016,Monroe,New York,843,140200,4396,1098,191707,2016-02,3.66,-13176.0,-10116,True,28040
2016,Monroe,New York,843,140200,4396,1098,191707,2016-03,3.69,-13176.0,-10116,True,28040
2016,Monroe,New York,843,140200,4396,1098,191707,2016-04,3.6,-13176.0,-10116,True,28040
2016,Monroe,New York,843,140200,4396,1098,191707,2016-05,3.6,-13176.0,-10116,True,28040
2016,Monroe,New York,843,140200,4396,1098,191707,2016-06,3.57,-13176.0,-10116,True,28040
2016,Monroe,New York,843,140200,4396,1098,191707,2016-07,3.44,-13176.0,-10116,True,28040
2016,Monroe,New York,843,140200,4396,1098,191707,2016-08,3.44,-13176.0,-10116,True,28040
2016,Monroe,New York,843,140200,4396,1098,191707,2016-09,3.46,-13176.0,-10116,True,28040
2016,Monroe,New York,843,140200,4396,1098,191707,2016-10,3.47,-13176.0,-10116,True,28040
2016,Monroe,New York,843,140200,4396,1098,191707,2016-11,3.77,-13176.0,-10116,True,28040
2016,Monroe,New York,843,140200,4396,1098,191707,2016-12,4.2,-13176.0,-10116,True,28040
2016,Oneida,New York,712,117600,2976,868,60083,2016-01,3.87,-10416.0,-8544,True,23520
2016,Oneida,New York,712,117600,2976,868,60083,2016-02,3.66,-10416.0,-8544,True,23520
2016,Oneida,New York,712,117600,2976,868,60083,2016-03,3.69,-10416.0,-8544,True,23520
2016,Oneida,New York,712,117600,2976,868,60083,2016-04,3.6,-10416.0,-8544,True,23520
2016,Oneida,New York,712,117600,2976,868,60083,2016-05,3.6,-10416.0,-8544,True,23520
2016,Oneida,New York,712,117600,2976,868,60083,2016-06,3.57,-10416.0,-8544,True,23520
2016,Oneida,New York,712,117600,2976,868,60083,2016-07,3.44,-10416.0,-8544,True,23520
2016,Oneida,New York,712,117600,2976,868,60083,2016-08,3.44,-10416.0,-8544,True,23520
2016,Oneida,New York,712,117600,2976,868,60083,2016-09,3.46,-10416.0,-8544,True,23520
2016,Oneida,New York,712,117600,2976,868,60083,2016-10,3.47,-10416.0,-8544,True,23520
2016,Oneida,New York,712,117600,2976,868,60083,2016-11,3.77,-10416.0,-8544,True,23520
2016,Oneida,New York,712,117600,2976,868,60083,2016-12,4.2,-10416.0,-8544,True,23520
2016,Ulster,New York,1022,219800,5203,1388,48343,2016-01,3.87,-16656.0,-12264,True,43960
2016,Ulster,New York,1022,219800,5203,1388,48343,2016-02,3.66,-16656.0,-12264,True,43960
2016,Ulster,New York,1022,219800,5203,1388,48343,2016-03,3.69,-16656.0,-12264,True,43960
2016,Ulster,New York,1022,219800,5203,1388,48343,2016-04,3.6,-16656.0,-12264,True,43960
2016,Ulster,New York,1022,219800,5203,1388,48343,2016-05,3.6,-16656.0,-12264,True,43960
2016,Ulster,New York,1022,219800,5203,1388,48343,2016-06,3.57,-16656.0,-12264,True,43960
2016,Ulster,New York,1022,219800,5203,1388,48343,2016-07,3.44,-16656.0,-12264,True,43960
2016,Ulster,New York,1022,219800,5203,1388,48343,2016-08,3.44,-16656.0,-12264,True,43960
2016,Ulster,New York,1022,219800,5203,1388,48343,2016-09,3.46,-16656.0,-12264,True,43960
2016,Ulster,New York,1022,219800,5203,1388,48343,2016-10,3.47,-16656.0,-12264,True,43960
2016,Ulster,New York,1022,219800,5203,1388,48343,2016-11,3.77,-16656.0,-12264,True,43960
2016,Ulster,New York,1022,219800,5203,1388,48343,2016-12,4.2,-16656.0,-12264,True,43960
2016,Chemung,New York,723,101800,2609,816,23815,2016-01,3.87,-9792.0,-8676,True,20360
2016,Chemung,New York,723,101800,2609,816,23815,2016-02,3.66,-9792.0,-8676,True,20360
2016,Chemung,New York,723,101800,2609,816,23815,2016-03,3.69,-9792.0,-8676,True,20360
2016,Chemung,New York,723,101800,2609,816,23815,2016-04,3.6,-9792.0,-8676,True,20360
2016,Chemung,New York,723,101800,2609,816,23815,2016-05,3.6,-9792.0,-8676,True,20360
2016,Chemung,New York,723,101800,2609,816,23815,2016-06,3.57,-9792.0,-8676,True,20360
2016,Chemung,New York,723,101800,2609,816,23815,2016-07,3.44,-9792.0,-8676,True,20360
2016,Chemung,New York,723,101800,2609,816,23815,2016-08,3.44,-9792.0,-8676,True,20360
2016,Chemung,New York,723,101800,2609,816,23815,2016-09,3.46,-9792.0,-8676,True,20360
2016,Chemung,New York,723,101800,2609,816,23815,2016-10,3.47,-9792.0,-8676,True,20360
2016,Chemung,New York,723,101800,2609,816,23815,2016-11,3.77,-9792.0,-8676,True,20360
2016,Chemung,New York,723,101800,2609,816,23815,2016-12,4.2,-9792.0,-8676,True,20360
2016,Livingston,New York,722,123000,3473,941,17745,2016-01,3.87,-11292.0,-8664,True,24600
2016,Livingston,New York,722,123000,3473,941,17745,2016-02,3.66,-11292.0,-8664,True,24600
2016,Livingston,New York,722,123000,3473,941,17745,2016-03,3.69,-11292.0,-8664,True,24600
2016,Livingston,New York,722,123000,3473,941,17745,2016-04,3.6,-11292.0,-8664,True,24600
2016,Livingston,New York,722,123000,3473,941,17745,2016-05,3.6,-11292.0,-8664,True,24600
2016,Livingston,New York,722,123000,3473,941,17745,2016-06,3.57,-11292.0,-8664,True,24600
2016,Livingston,New York,722,123000,3473,941,17745,2016-07,3.44,-11292.0,-8664,True,24600
2016,Livingston,New York,722,123000,3473,941,17745,2016-08,3.44,-11292.0,-8664,True,24600
2016,Livingston,New York,722,123000,3473,941,17745,2016-09,3.46,-11292.0,-8664,True,24600
2016,Livingston,New York,722,123000,3473,941,17745,2016-10,3.47,-11292.0,-8664,True,24600
